movie_title,director,year
Кай Юлий Цезарь,Энрико Гуаццони,1914
Зов Севера (фильм),Сесиль де Милль,1914
Кабирия,Джованни Пастроне,1914
Лицо на полу бара,Чарльз Чаплин,1914
Зарабатывая на жизнь,Генри Лерман,1914
Застигнутый дождём,Чарли Чаплин,
"Жестокая, жестокая любовь",Джордж Николс,1914
Жизнь в смерти,Евгений Бауэр,1914
Жизнь генерала Вильи,Кристи Кэбэнн,1914
Её друг — бандит,Чарльз Чаплин,1914
Его любимое времяпрепровождение,Джордж Николс,1914
Её геройский подвиг,Евгений Бауэр,1914
Драма у телефона (фильм),Яков Протазанов,1914
Его музыкальная карьера,Чарльз Чаплин,1914
Его новая профессия,Чарльз Чаплин,1914
"Мазепа (фильм, 1914)",Пётр Чардынин,1914
Дочь Нептуна,Герберт Бренон,1914
Его доисторическое прошлое,Чарльз Чаплин,1914
"Злая ночь (фильм, 1914)",Евгений Бауэр,1914
Драма в кабаре футуристов № 13,Владимир Касьянов,1914
Его место для свиданий,Чарльз Чаплин,1914
Дитя большого города (фильм),Евгений Бауэр,1914
Джонни в кино,Джордж Николс,1914
"Дикий цветок (фильм, 1914)",Аллан Двон,1914
Динозавр Герти,Уинзор Маккей,1914
Разрушение русского памятника в Сан-Стефано,Фуат Узкынай,1914
Деловой день Мэйбл,Мэйбл Норманд,
"Дворянское гнездо (фильм, 1914)",Владимир Гардин,1914
Двойник Макса Линдера,Александр Гарин,1914
Двадцать минут любви,Чарли Чаплин,1914
Гольфо,Костас Бакатор,1914
"Вольная птица (фильм, 1914)",Евгений Бауэр,
"Грубая сила (фильм, 1914)",Дэвид Уорк Гриффит,1914
Господин директор флиртует,,1914
Волга и Сибирь,Василий Гончаров,1914
Веселящий газ (фильм),Чарльз Чаплин,
Волгари,Григорий Либкен,1914
В омуте Москвы,Николай Ларин,
Бурская война (фильм),,
"Бог войны (фильм, 1914)",Александр Герц,1914
Деловой день,Чарли Чаплин,1914
"Битва полов (фильм, 1914)",Дэвид Уорк Гриффит,1914
"Беглец (фильм, 1914)",Александр Волков,
"Анна Каренина (фильм, 1914)",Владимир Гардин,1914
Детские автомобильные гонки,Генри Лерман,
Алёша-доброволец,Б.С.Глаголин,1914
"Ягнёнок (фильм, 1915)",Кристи Кэбэнн,1915
Я и моя совесть (фильм),Яков Протазанов,1915
"Я — царь, я — раб, я — червь, я — Бог (фильм)",Евгений Бауэр,1915
Грандиозный пожар Московского императорского Малого театра и Александровского пассажа 2 мая,,1914
Хорошенькая сестра Хосе,Аллан Двон,
Царь Иван Васильевич Грозный (фильм),Александр Иванов-Гай,1915
"Чемпион (фильм, 1915)",Чарли Чаплин,1915
"У моря (фильм, 1915)",Чарли Чаплин,1915
Тысяча вторая хитрость (фильм),Евгений Бауэр,1915
Человек с железным сердцем,Джордж Николс,1915
"Ах, эти брюки",Эдвард Пухальский,1914
"Яма (фильм, 1915)",Михаил Мартов,1915
Трагедия семьи Набатовых,Сигизмундом Веселовским,1915
Счастье вечной ночи (фильм),Евгений Бауэр,1915
Сирена ада (фильм),,
Тени греха (фильм),Пётр Чардынин,1915
Уход преступников Оклахомы,,
Сашка-семинарист (фильм),Чеслав Сабинский,1915
Хвала безумию,Александр Уральский,
Сила внутри нас,Пётр Чардынин,1915
"Пробуждение (фильм, 1915)",Пётр Чардынин,1915
Родные души (фильм),Пётр Чардынин,1915
Работа (фильм),Чарли Чаплин,1915
Случайная женщина,Владимир Гарлицкий,1915
"Потоп (фильм, 1915)",Пётр Чардынин,1915
"После смерти (фильм, 1915)",Евгений Бауэр,
"Портрет (фильм, 1915)",Владислав Старевич,1915
"Песнь торжествующей любви (фильм, 1915)",Евгений Бауэр,1915
"Портрет Дориана Грея (фильм, 1915)",Всеволод Мейерхольд,1915
"Отцы и дети (фильм, 1915)",Вячеслав Висковский,
Пламя неба (фильм),Евгений Бауэр,1915
"Он (фильм, 1915)",Александр Уральский,1915
По трупам к счастью (фильм),,1915
Рождение нации,Д. У. Гриффит,1915
"Обман (фильм, 1915)",Сесиль Блаунт де Милль,
"Приваловские миллионы (фильм, 1915)",Владимир Гардин,1915
Обожжённые крылья (фильм),Евгений Бауэр,1915
"Мученики Аламо, или Рождение Техаса",Кристи Кэбэнн,1915
Любовь статского советника (фильм),Пётр Чардынин,1915
"Миражи (фильм, 1916)",Пётр Чардынин,1915
Когда любовь расправляет крылья,Роско Арбакл,1915
Витрина магазина жизни,,
"Клара Милич (фильм, 1915)",Эдвард Пухальский,1915
Леон Дрей,Евгений Бауэр,1915
"Мститель (фильм, 1915)",Борис Орлицкий,1915
Иуда — коронованный предатель Болгарии,Эдвард Пухальский,1915
Ночь напролёт,Чарли Чаплин,1915
Кармен (фильм Демилля),,
Лилия Бельгии (мультфильм),Владислав Старевич,1915
"Итальянец (фильм, 1915)",,
Кармен (фильм Чаплина),Чарли Чаплин,1915
Ирина Кирсанова,Евгений Бауэр,1915
Зашанхаенный,Чарли Чаплин,1915
"Женщина (фильм, 1915)",Чарли Чаплин,1915
"Жена (фильм, 1915)",Ян Павловский,1915
Инвалиды духа (фильм),Пётр Чардынин,1915
Жил-был дурак,,1915
Его выздоровление,Брончо Билли Андерсон,1915
"Жемчужное ожерелье (фильм, 1915)",Евгений Бауэр,1915
Дом паромщика,Жерар Буржуа,1915
Его новая работа,Чарли Чаплин,1915
"Из мрака (фильм, 1915)",Джордж Мелфорд,1915
"Дела есть дела (фильм, 1915)",Отис Тёрнер,1915
Женщина-вампир (фильм),Виктор Туржанский,1915
"Гранатовый браслет (фильм, 1915)",Николай Маликов,1915
Дневник поруганной женщины,Александр Аркатов,1915
Гибель американского миллиардера на «Лузитании»,Эдвард Пухальский,1915
Галантный болгарин,Васил Гендов,1915
"Дети века (фильм, 1915)",Евгений Бауэр,1915
Грёзы (фильм),Евгений Бауэр,1915
Возрождение (фильм),Рауль Уолш,1915
"В парке (фильм, 1915)",Чарли Чаплин,1915
Вечер в мюзик-холле,Чарли Чаплин,1915
Братья Борис и Глеб (фильм),Евгений Бауэр,1915
В буйной слепоте страстей,,1915
"Вампиры (фильм, 1915)",Луи Фейад,1915
Во имя прошлого,Александр Пантелеев,1915
Вероломство (фильм),Сесиль Блаунт де Милль,
Безумие доктора Тюба,Абель Ганс,1915
"Бродяга (фильм, 1915)",Чарли Чаплин,1915
"Белая колоннада (фильм, 1915)",Вячеслав Висковский,1915
Бесплатная поездка (порнофильм),,1915
"Банк (фильм, 1915)",Чарли Чаплин,1915
Бегство в автомобиле,Чарли Чаплин,1915
"Человек-зверь (фильм, 1917)",Чеслав Сабинский,1917
"Алиса в Стране чудес (фильм, 1915)",,1915
"Антихрист (фильм, 1915)",Эдвард Пухальский,1915
Сын Израиля,Георгий Азагаров,1917
"Тихая улица (фильм, 1917)",Чарли Чаплин,
Современный мушкетёр,Аллан Двон,
"Том Сойер (фильм, 1917)",,
У камина (фильм),Пётр Чардынин,
"Революционер (фильм, 1917)",Евгений Бауэр,1917
Путь смерти,,
"Ребекка с фермы Саннибрук (фильм, 1917)",Маршалл Нилан,
"Прокурор (фильм, 1917)",Яков Протазанов,1917
Умирающий лебедь (фильм),Евгений Бауэр,1917
Помощник мясника,Роско Арбакл,1917
Против Бродвея,Джон Форд,
"Позабудь про камин, в нём погасли огни",Пётр Чардынин,1917
Процесс Бейлиса (фильм),Николай Брешко-Брешковский,1917
"Сирена (фильм, 1917)",,1917
Под обломками самодержавия,Вячеслав Висковский,1917
"Отверженные (фильм, 1917)",Фрэнком Ллойдом,1917
"О, Доктор!",Роско Арбакл,1917
Падение Романовых,Герберт Бренон,
Сатана ликующий,,
На алтарь красоты,Пётр Чардынин,1917
"Набат (фильм, 1917)",Евгений Бауэр,1917
"Лечение (фильм, 1917)",Чарли Чаплин,
"Маленькая принцесса (фильм, 1917)",,
Кровавая роза,Гордон Эдвардс,1917
Кобра капелла,Владимир Касьянов,1917
Леони Лео,Альфред Деэши,1917
Кони-Айленд (фильм),Роско Арбакл,1917
Король жизни,Альфред Деэши,1917
Люди знойных страстей,Вячеслав Висковский,
Улыбка медузы (фильм),Николай Маликов,1918
Король Парижа,Евгений Бауэр,1917
Уплотнение (фильм),Александр Пантелеев,1918
Чужой князь (фильм),Пауль Вегенер,1918
Тарзан. Приёмыш обезьяны (фильм),Скотт Сидней,1918
Тройная неприятность,Чарли Чаплин,1918
"Спокойной ночи, сестричка!",,1918
Странный Дикий Запад,Роско Арбакл,1918
"Собачья жизнь (фильм, 1918)",Чарли Чаплин,1918
Религия диких,Борис Сушкевич,1918
"Саломея (фильм, 1918)",Гордон Эдвардс,
С утра пораньше,Чарльз Пэрротт,1918
Свадебная песня,Альфред Деэши,1918
Последнее танго,Вячеслав Висковский,1918
Проект инженера Прайта,Лев Кулешов,1918
"Отец Сергий (фильм, 1918)",Яков Протазанов,1918
Полковник (фильм),Майкл Кёртис,1918
Обманщики действительно нечестны?,Гилберт Претт,1918
"Облигация (фильм, 1918)",Чарли Чаплин,1918
"Мисс Мэри (фильм, 1918)",Борис Чайковский,1918
На плечо!,Чарли Чаплин,1918
"Нельсон (фильм, 1918)",Морис Элви,1918
"Конкурс красоты (фильм, 1918)",Александр Волков,1918
Маня. История работницы табачной фабрики,,1918
"Молчи, грусть, молчи",Пётр Чардынин,1918
Как они лгут,Вячеслав Висковский,1917
"Клеопатра (фильм, 1917)",Гордон Эдвардс,1917
Его брачная ночь,Роско Арбакл,1917
"Иммигрант (фильм, 1917)",Чарли Чаплин,1917
"Женщина, которую забыл Бог",,
Искатель приключений,Чарли Чаплин,1917
Голубая кровь (фильм),,1917
Голем и танцовщица,Пауль Вегенер,
"О попе Панкрате, тётке Домне и явленной иконе в Коломне",Николай Преображенский,
Истерзанные души (фильм),Владимир Касьянов,1917
"Вор (фильм, 1917)",,1917
Будем как солнце (фильм),,1917
Болотный цветок,Вячеслав Висковский,1917
"Большие надежды (фильм, 1917)",Роберт Виньола,
Брцко в Загребе,,1917
Блуждающие огни (фильм),Пётр Чардынин,1917
Бедная маленькая богатая девочка,Морис Турнёр,1917
"Арабелла (фильм, 1917)",Александр Герц,1917
Бал-маскарад (фильм),Альфред Деэши,1917
"Калиостро (фильм, 1918)",Владислав Старевич,
Коллекционер древностей,Альфред Деэши,1918
"За счастьем (фильм, 1917)",Евгений Бауэр,1917
Закованная фильмой, Никандр Туркин,1918
"Живой труп (фильм, 1918)",Чеслав Сабинский,
Беспечный Ромео,,1917
Жёлтый билет (фильм),Виктор Янсон,1918
Дикие женщины,,1918
"Женщина, которая изобрела любовь (фильм, 1918)",Вячеслав Висковский,1918
Горный Эйвинд и его жена,Виктор Шёстрём,1918
Годовщина революции (фильм),Дзига Вертов,1918
"Глиняный бог (фильм, 1918)",Николай Ларин,1918
Вино любви (фильм),Андрей Андреев,1918
Весенняя буря,Альфред Деэши,1918
Борьба за существование (фильм),Альфред Деэши,1918
В золотой клетке (фильм),Чеслав Сабинский,1918
"Барышня и хулиган (фильм, 1918)",Евгений Славинский,1918
Глаза мумии Ма,Эрнст Любич,1918
"99 (фильм, 1918)",Майкл Кёртис,1918
"Харакири (фильм, 1919)",Фриц Ланг,1919
Гибель «Лузитании»,Уинзор Мак-Кей,1918
Товарищ Абрам,Александр Разумный,1919
Спросить отца,Хэл Роуч,1919
Удовольствия дня,Чарли Чаплин,1919
Солнечная сторона,Чарли Чаплин,1919
Слепые мужья,Эрих фон Штрогейм,1919
Апостол (мультфильм),Квирино Кристиани,
Сердце холмов (фильм),Сидни Франклин,1919
"Победа (фильм, 1919)",Морис Турнёр,1919
Под игом большевизма,Георгий Кроль,1919
"Пауки (фильм, 1919)",Фриц Ланг,1919
Растерзанная Армения,Оскар Апфэль,1919
"Пляска смерти (фильм, 1919)",Отто Рипперт,1919
Сломанные побеги,Дэвид Гриффит,1919
Люди гибнут за металл (фильм),Александр Волков,1919
Не меняйте вашего мужа,Сесил Блаунт Демилль,
"Мать (фильм, 1919)",Александр Разумный,
"Любовь (фильм, 1919)",,1919
Красный фонарь (фильм),Альбер Капеллани,1919
"Избавление (фильм, 1919)",,1919
"Зловещие истории (фильм, 1919)",Рихард Освальд,1919
"За кулисами (фильм, 1919)",Роско Арбакл,1919
"Длинноногий папочка (фильм, 1919)",Маршалл Нилан,1919
Долина гигантов,Джеймс Круз,1919
Железная пята (фильм),Владимир Гардин,1919
"И в радости, и в горе",,
"Вокруг света за 80 дней (фильм, 1919)",Рихард Освальд,1919
"Деревенщина (фильм, 1919)",,1919
"Вендетта (фильм, 1919)",Георг Якоби,1919
Великое воздушное ограбление,,1919
Не такой как все,Рихард Освальд,
Борцы за светлое царство III Интернационала,Борис Светлов,1919
"Безумие (фильм, 1919)",Конрад Фейдт,1919
"Азбука любви (фильм, 1919)",Леонс Перре,1919
Namakura Gatana,,
Шейх (фильм),Джордж Мелфорд,1921
Чёрный ход (фильм),Леопольд Йеснер,1921
"Чёрная пантера (фильм, 1921)",Йоханнес Гутер,1921
Imokawa Mukuzo Genkanban no Maki,,
"Четыре всадника Апокалипсиса (фильм, 1921)",Рекс Ингрэм,
Усталая Смерть,Фриц Ланг,1921
"Серп и молот (фильм, 1921)",Владимир Гардин,1921
"Три мушкетёра (фильм, 1921)",Фред Нибло,1921
"Три мушкетёра (киносериал, 1921)",Анри Диаман-Берже,1921
Праздный класс,Чарли Чаплин,1921
"С чёрного хода (фильм, 1921)",Альфред Грин,1921
"Чудо над Вислой (фильм, 1921)",Ричард Болеславский,1921
"Осколки (фильм, 1921)",,
Невезение (фильм),,1921
"Мой мальчик (фильм, 1921)",Виктор Херман,1921
"Остров сокровищ (фильм, 1920)",Морис Турнёр,
"Миллионы Брюстера (фильм, 1921)",,1921
"Маленький лорд Фаунтлерой (фильм, 1921)",Альфред Грин,1921
Корабль (фильм),,
Зов юности,,1921
"Козёл отпущения (фильм, 1921)",Бастер Китон,1921
"Индийская гробница (фильм, 1921)",Джоэ Май,1921
История двух миров,Фрэнк Ллойд,
Золушка холмов,Говард М. Митчелл,1921
Замок Фогелёд (фильм),Фридрих Вильгельм Мурнау,1921
"Дзирайя, ниндзя",Сёдзо Макино,1921
Дороги отчаяния,Джон Форд,
"Дом с привидениями (фильм, 1921)",Бастер Китон,1921
"Гамлет (фильм, 1921)",,
Высший свет (фильм),,1921
"Смерть Дракулы (фильм, 1921)",,1921
"Атлантида (фильм, 1921)",,
"Фантомас (киносериал, 1920)",,1920
Танец на вулкане,,1920
Стёршееся письмо,,
"Сводка новостей (фильм, 1920)",Джордж Мелфорд,
Сильнее смерти (фильм),Эрбер Блаше,1920
"Сатана (фильм, 1920)",Фридрих Вильгельм Мурнау,1920
Ромео и Джульетта в снегу,Эрнст Любич,1920
Рабовладелец Канзас-Сити,,1920
Проклятие человечества,,1920
Потонувший колокол (фильм),"Черноблер, В.",1920
"Последний из могикан (фильм, 1920, США)",Морис Турнёр,1920
"Малыш (фильм, 1921)",Чарльз Чаплин,
"Поллианна (фильм, 1920)",Пол Пауэлл,1920
"Наказание (фильм, 1920)",Уоллас Уорсли,1920
На развалинах рая,,1920
На красном фронте,Лев Кулешов,1920
"Мыльная пена (фильм, 1920)",Джон Фрэнсис Диллон,1920
"Лётчик (фильм, 1920)",,1920
"Морской волк (фильм, 1920)",Джордж Мелфорд,
Моника Фогельзанг,,
Золотая женщина (фильм),,
"Заблудшие души (фильм, 1921)",Карл Фройлих,1921
"Караван смерти (фильм, 1920)",,1920
"Одна неделя (фильм, 1920)","Китон, Бастер",1920
"Знак Зорро (фильм, 1920)",Фред Нибло,1920
Женщина в комнате 13,,
Женщина в дельфине,,1920
Кожаный Чулок (фильм),,1920
Кабинет доктора Калигари,Роберт Вине,1920
Домовой-агитатор,Юрий Желябужский,1920
Заключённый № 13,Эдвард Клайн,1920
"Грозовой перевал (фильм, 1920)",,1920
"Доктор Джекилл и мистер Хайд (фильм, 1920)",,
"Голем (фильм, 1920)",Карл Бёзе,1920
Гимн освобождённому труду,Александр Кугель,1920
Гипноз: Раб чужой воли,,1920
Голова Януса,Фридрих Вильгельм Мурнау,1920
Возница (фильм),Виктор Шёстрём,1920
"Гараж (фильм, 1920)",Роско Арбакл,1920
В дни борьбы,Иван Перестиани,1920
Взятие Зимнего дворца,Константин Державин,1920
Генуине,Роберт Вине,1920
Безумный врач,,
Блуждающий образ,Фриц Ланг,1920
Балда (фильм),Уинчел Смит,1920
"Анджело (фильм, 1920)",Михаил Нароков,
Алголь (фильм),Ханс Веркмайст,1920
Polar Trappers,,
Self Control (Дисней),,
Mother Goose Goes Hollywood,Уилфред Джексон,
Donald’s Golf Game,,
Mickey’s Trailer,,
The Fox Hunt,,
Good Scouts,,
Donald’s Better Self,,
Boat Builders,Бен Шарпстин,
Порки в Вакилэнде,,
Китоловы,Дэвид Хэнд,
Улыбающаяся мадам Бёде,Жермен Дюлак,1923
"Винкин, Блинкин и Нод",,
Улица (фильм),Карл Грюне,1923
Три эпохи,Бастер Китон,1923
Ben Bernie and All the Lads,,
У позорного столба,Амо Бек-Назаров,1923
"Страна чудес Алисы (фильм, 1923)",,1923
Трагедия любви,Джоэ Май,1923
Старый закон,Эвальд Андре Дюпон,
Татьяна (фильм),Роберт Динесен,1923
Статистка,,
"Тени (фильм, 1923)",Артур Робисон,1923
Слесарь и Канцлер,Владимир Гардин,1923
"Стакан воды (фильм, 1923)",Людвиг Бергер,1923
"Сокровище (фильм, 1923)",Георг Вильгельм Пабст,1923
"Скарамуш (фильм, 1923)",,1923
Сент-Элмо,Джером Сторм,1923
"Саломея (фильм, 1923)",Чарльз Брайант,1923
"Разграбление Рима (фильм, 1920)",,1923
Розита,Эрнст Любич,1923
"Ребро Адама (фильм, 1923)",,
Призрак бродит по Европе,Владимир Гардин,1923
Прекрасная нивернезка,Жан Эпштейн,1923
Пылкая юность,,
Подручный,,
"Пламя (фильм, 1923)",Эрнст Любич,1923
Попугай Микки,Бен Шарпстин,
Племянники Дональда,Джек Кинг,
"Маленький храбрый портняжка (мультфильм, 1938)",,
"Пилигрим (фильм, 1923)",Чарли Чаплин,1923
"Очаг (фильм, 1919)",Робер Будриоз,
Париж уснул,Рене Клер,1923
"Парижанка (фильм, 1923)",Чарльз Чаплин,1923
"Паганини (фильм, 1923)",,1923
"Не пойман — не вор (фильм, 1923)",Пётр Чардынин,1923
Наше гостеприимство (фильм),Бастер Китон,1923
Огненная рубашка,Мухсин Эртугрул,1923
На крыльях ввысь,Борис Михин,1923
Медный кувшин (фильм),Морис Турнёр,1923
Любовное гнёздышко,,1923
"Маленький старый Нью-Йорк (фильм, 1923)",,
Красные дьяволята (фильм),Иван Перестиани,1923
Крытый фургон,,
Колесо (фильм),Абель Ганс,1923
"Майские дни (фильм, 1923)",Луи Ганье,1923
Костёр пылающий,Иван Мозжухин,1923
Камео Кирби,Джон Форд,1923
"Карусель (фильм, 1923)",Эрих фон Штрогейм,1923
Испанская танцовщица,,
"Иисус Назаретянин, Царь Иудейский",Роберт Вине,1923
Жёны бедняков,Луи Ганье,1923
Женщина — женщине,Грэм Кате,
Зачем беспокоиться?,,
Души на продажу,Руперт Хьюз,1923
Дебют кота Томаса (мультфильм),Джон Брэй,
Дневник Глумова,Сергей Эйзенштейн,1923
"Голливуд (фильм, 1923)",Джеймс Круз,
"Десять заповедей (фильм, 1923)",Сесил Демилль,1923
"Горбун из Нотр-Дама (фильм, 1923)",Уоллес Уорсли,
Верное сердце,Жан Эпштейн,1923
Вечный город (фильм),Джордж Фицморис,1923
"Белая роза (фильм, 1923)",,
Бесшумная команда,Дж. Гордон Эдвардс,1923
Бартек-победитель,Эдвард Пухальский,1923
Безопасность прениже всего!,Фред Ньюмайер,1923
"Чудотворец (фильм, 1922)",Александр Пантелеев,
Электрический дом,,1922
"Шведская спичка (фильм, 1922)",,1922
Таковы мужчины,Георг Якоби,1922
"Шерлок Холмс (фильм, 1922)",,
"Сила любви (фильм, 1922)",,1922
Секс (фильм),,1922
Сделка вслепую,,
"Робин Гуд (фильм, 1922)",Аллан Двон,1922
"Призрак (фильм, 1922)",,
Путь на Восток,Дэвид Уорк Гриффит,
Три пройдохи,,
Последняя ставка мистера Энниока,Владимир Гардин,1922
Поликушка (фильм),Александр Санин,1922
"Полицейские (фильм, 1922)",Эдвард Ф. Клайн,1922
По морю на кораблях (фильм),Элмер Клифтон,1922
"Пастер (фильм, 1922)",Жан Эпштейн,
"Пленник Зенды (фильм, 1922)",Рекс Ингрэм,1922
Номер 13,Альфред Хичкок,1922
"Оливер Твист (фильм, 1922)",,
Папа-холостяк,Альфред Грин,1922
"Монте-Кристо (фильм, 1922)",Эмметт Флинн,1922
Молодой раджа,Фил Розен,
"Кровь и песок (фильм, 1922)",Фред Нибло,1922
"Носферату, симфония ужаса",Фридрих Мурнау,1922
Нанук с севера,Роберт Флаэрти,1922
Любовь рабочего,,1922
Кренкебиль (фильм),Жак Фейдер,1922
Киноправда (фильм),,1922
Её величество танцовщица,,1922
Искатель женских сердец,,1922
Дочь Наполеона,"Цельник, Фридрих",
Жена фараона (фильм),Эрнст Любич,1922
"Доля ты русская, долюшка женская",,
День получки,Чарли Чаплин,1922
Горящая пашня,Фридрих Мурнау,1922
"Всадник без головы (фильм, 1922)",Эдвард Вентурини,1922
Глупые жёны,Эрих фон Штрогейм,1922
Бутлегеры (фильм),Рой Шелдон,1922
Арабская любовь,Джером Сторм,1922
Ванина (фильм),Артур фон Герлах,1922
Белая сестра,,
"Ведьмы (фильм, 1922)",Беньямин Кристенсен,1922
Рассказ о семи повешенных (фильм),Николай Салтыков,1924
Руки Орлака,Роберт Вине,1924
"Доктор Мабузе, игрок",Фриц Ланг,1922
Президент Самосадкин,Михаил Вернер,1924
Последний человек (фильм),Фридрих Вильгельм Мурнау,1924
Похождения Октябрины,,
Сердца и доллары,Николай Петров,1924
Отравленный рай,Луи Ганье,1924
Папиросница от Моссельпрома,Юрий Желябужский,1924
Отвергнутая женщина,,1924
Остап Бандура,Владимир Гардин,1924
Новогодняя ночь (фильм),Лупу Пик,1924
"Око за око, газ за газ",Александр Литвинов,1924
Особняк Голубиных,Владимир Гардин,1924
Необычайные приключения мистера Веста в стране большевиков,Лев Кулешов,1924
Надёжный как сталь,,1924
"Морской ястреб (фильм, 1924)",Фрэнк Ллойд,1924
"Нибелунги (фильм, 1924)",Фриц Ланг,1924
"Михаэль (фильм, 1924)",Карл Теодор Дрейер,1924
"Морозко (фильм, 1924)",Юрий Желябужский,1924
"Питер Пэн (фильм, 1924)",Герберт Бренон,1924
Легенда о Девичьей Башне,Владимир Баллюзек,1924
Красные партизаны,Вячеслав Висковский,
Красавчик Браммел,,1924
"Навигатор (фильм, 1924)",Бастер Китон,1924
"Ким, Ван и Кьеу",,
"Капитан Блад (фильм, 1924)",,1924
Кино-глаз,Дзига Вертов,1924
"Катрина, или Жизнь без радости",,
Кабинет восковых фигур (фильм),Пауль Лени,1924
Жутковатое приключение Алисы,,
Застенчивый,,
Жена кентавра (фильм),,
Красный газ (фильм),,1924
Душа артистки,Жермен Дюлак,1924
Железный конь,Джон Форд,1924
Дочери удовольствий,Уильям Бодин,1924
Дети Хелен,Уильям А. Сейтер,1924
Город без евреев,,
Белый мотылёк,Морис Турнёр,1924
Вино (фильм),Луи Ганье,1924
Банда батьки Кныша,Александр Разумный,1924
"Багдадский вор (фильм, 1924)",Рауль Уолш,1924
Антракт (фильм),Рене Клер,1924
"Алиса на море (фильм, 1924)",,1924
"Алчность (фильм, 1924)",Эрих фон Штрогейм,1924
Аэлита (фильм),Яков Протазанов,1924
Пустые сердца (фильм),,
Дворец и крепость,Александр Ивановский,1924
The Twelfth Juror,Джордж Лесси,1913
"Там, где живут чудовища (фильм)",Спайк Джонз,2009
"Рождественская история (фильм, 2009)",Роберт Земекис,
The Old Bookkeeper,Дэвид Уорк Гриффит,1912
Хранители (фильм),,2009
Трансформеры: Месть падших,Майкл Бэй,
The Eternal Mother,Дэвид Уорк Гриффит,1912
"Царский гнев (фильм, 1912)",,1912
The Bandit’s Waterloo,Дэвид Уорк Гриффит,1908
"Легенда Сонной Лощины (фильм, 1908)",,1908
What the Daisy Said,Дэвид Уорк Гриффит,1910
"Юлий Цезарь (фильм, 1908)",Джеймс Стюарт Блэктон,1908
Электрический театр Боба,Сегундо де Шомон,1906
Четыреста проделок дьявола,Жорж Мельес,1906
Сон пожирателя гренок с сыром,Уоллес Маккатчен,1906
Сын дьявола,Шарль Лепин,1906
Поездка по Маркет-стрит,Братья Майльз,1906
От Ледвилла до Аспена: Налёт в Скалистых горах,Уоллес Маккатчен,1906
Кэтлин Мавурнин,Эдвин Портер,1906
Межпланетная свадьба,Энрико Новелли,1910
Комические фазы смешных лиц,Джеймс Стюарт Блэктон,1906
Автомобильные воры,Дж. Стюарт Блэктон,
Экспериментальный цветной фильм Тёрнера,Эдвард Рэймонд Тёрнер,
Труба дядушки Пита: Трагедия Глориуса Четвёртого,,1902
"Спящая красавица (фильм, 1902)",Люсьен Нонге,1902
Солдат запаса до и после войны,Джеймс Уильямсон,1902
Мыльные пузыри (фильм),Жорж Мельес,1906
"Подлинная история банды Келли (фильм, 1906)",Чарльз Тейт,1906
The Gordon Sisters Boxing,,1901
Boxing in Barrels,,1901
Band and Battalion of the U.S. Indian School,,1901
An Affair of Honor,,1901
Arrival of Tongkin Train,,1901
Что случилось на 23-й улице в Нью-Йорке,Джордж Флеминг,1901
Scrooge; or Marley's Ghost,Уолтер Буф,1901
Человек с резиновой головой,Жорж Мельес,1901
Через замочную скважину,Фернан Зекка,1901
"Ужасный Тедди, король Гриззли",Эдвин Портер,1901
Странные дислокации,Жорж Мельес,1901
"Синяя борода (фильм, 1901)",Жорж Мельес,1901
Пожар (фильм),Джеймс Уильямсон,1901
Любовь при лунном свете,Эдвин Портер,1901
Освоение воздуха,Фернан Зекка,1901
Неожиданный нокаут,,1901
Подводная драма,Фернан Зекка,1901
Конец Бриджит Маккин,,1901
"Красная Шапочка (фильм, 1901)",Жорж Мельес,1901
Канзасские разрушители салунов,Эдвин Портер,1901
Кадры инаугурации президента Мак-Кинли,Томас Эдисон,
Идиллия в туннеле,Фернан Зекка,1901
Дилемма художника,Эдвин Стэнтон Портер,1901
"Камо грядеши? (фильм, 1901)",Фернан Зекка,1901
Другая работа для Андертейкера,Эдвин Стэнтон Портер,1901
Держи вора! (фильм),Джеймс Уильямсон,1901
Буря в спальне,Фернан Зекка,1901
Большой глоток,Джеймс Уильямсон,1901
Беглецы из Шарантона,Жорж Мельес,1901
"Блудный сын (фильм, 1901)",Фернан Зекка,1901
"История одного преступления (фильм, 1901)",Фернан Зекка,1901
Мышь в художественной школе,Джордж Альберт Смит,1902
"Путешествие Гулливера (фильм, 1902)",Жорж Мельес,1902
Коронация Эдуарда VII,Жорж Мельес,1902
Катастрофа на Мартинике (фильм),Фернан Зекка,1902
Извержение вулкана на Мартинике,Жорж Мельес,1902
"Путешествие на Луну (фильм, 1902)",Жорж Мельес,1902
Жертва алкоголя,Фернан Зекка,1902
"Робинзон Крузо (фильм, 1902)",Жорж Мельес,1902
Душ полковника,Жорж Мельес,
Дедушкина лупа,Уоллес МакКутчион,1902
"Белоснежка (фильм, 1902)",Зигмунд Любин,1902
"Али-Баба и сорок разбойников (фильм, 1902)",Сегундо де Шомон,1902
"Джек и бобовый стебель (фильм, 1902)",Джордж Флеминг,1902
Что случилось в туннеле,Эдвин Портер,1903
Extraordinary Cab Accident,Уолтер Буф,1903
Чистильщик обуви (фильм),Эдвин Стэнтон Портер,1903
Спиритический портрет,Жорж Мельес,1903
"Монстр (фильм, 1903)",Жорж Мельес,1903
Казнь слона,Томас Эдисон,1903
Злоключения Мэри Джейн,Джордж Альберт Смит,1903
Жизнь и страсти Иисуса Христа,Фернан Зекка,1903
